sentiment,id,date,text
0,1599553737001177088,2022-12-04 23:58:23+00:00,Justin Reid has been non-existent today. No showed after talking. Send him back to Houston where he clearly belongs.
0,1599550985449664513,2022-12-04 23:47:27+00:00,❌Refer to Native Americans as “immigrants” ‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️ https://t.co/VzYgzn4JDi
0,1599547444722704385,2022-12-04 23:33:23+00:00,"@RepJeffries Yeah think 🤔 about who got the jobs (5 millions  illegal immigrants?)
DM me if agree"
0,1599545138912854016,2022-12-04 23:24:13+00:00,@RepJeffries Division is way up the stock market is way down people are losing lots of money the Congress is getting more corrupt our country is being invaded by illegal immigrants
0,1599541609368276993,2022-12-04 23:10:12+00:00,Russian invaders marching to their deaths. #SlavaUkraïni https://t.co/6RM5IGrT6i
0,1599538725553205248,2022-12-04 22:58:44+00:00,"@tedcruz Gas prices are the same as last year at this time, inflation is coming down, most of those 5 million immigrants are repeat offenders that we keep turning away, and now we have a term called ""gotaway""? Homicides are always ""sweeping"" the country as everyone who wants a gun has one"
0,1599518342062039040,2022-12-04 21:37:45+00:00,@MrLarsonsFoot @MikeBetts43 @DarkPouncer @dirk_fasshauer @tRick_the_only @RonFancy @JamesCa70626795 @itisjustmebabe @fwe1991 @Zirnike @rosegar17673310 @VinceGottalotta @RAGINxCAJUN @AgainMothra @8BrianVogel4 @Shopdogg2 @RGanley @Merry_Hippie @Bernvazquez1 @shellyt561 @StevenMSanDiego @fireball_lady @Krensharpaw @FredHarris_GC @hrt6017 @najjar_richard @RoadKillGorilla @WebGuyTV @ToganJoe @MistressRedWasp @DigiMalice @ThereseOSulliv2 @warmachineofdio @Pepevineyard @sammk1964 @SKillr666 @CarignanAbreu @Sasquatch4eva @warmachineofgod @OriginalGoalie @JulieMu36442360 @LokeyMJB @baronofbarons @ziggystardogs @2_drac @TaiDecker @mgarcia523 @Aimhighffw @jkoff609 @tallnblonde1 You forgot to mention most of black people murdered each year are by liberal Doctors inner city planned parenthood. Millions of blacks killed by Democrats to make room I guess for illegal immigrants. It sounds bad when you hear it but they are actually DOING IT
0,1599511815666692096,2022-12-04 21:11:49+00:00,"@LakotaMan1 I saw an interview with Charles Bronson where he said he Had Mongolian blood.  It made him look the part to play ""indians"" in movies. His parents were immigrants from Europe."
0,1599502458195103744,2022-12-04 20:34:38+00:00,"@MaElviraSalazar You should work with Democrats to fix it .

Immigrants needing the ability to work legally in the US to provide for their loved ones and not be at risk of being deported back to unfavorable conditions in their home countries."
0,1599493675179909120,2022-12-04 19:59:43+00:00,"@MARKJDANIELS A clergyperson who leads what we Methodists call ""a valid extention ministry"" might be required to engage in politics. ( I know a clergyperson/lawyer/pastor who works to aid immigrants.)"
0,1599476594958995457,2022-12-04 18:51:51+00:00,@LisaMarieBoothe Well…you ARE allowing our country to be taken over by illegal invaders. Was this your “plan” for America?
0,1599473981853429761,2022-12-04 18:41:28+00:00,"@GOP But not the life of the mother.
Or school kids.
Or gay kids.
Or immigrants.
Or prisoners.
Or Ukrainians.

But other than that…"
0,1599471480529911809,2022-12-04 18:31:32+00:00,"But not the life of the mother.
Or school kids.
Or gay kids.
Or immigrants.
Or prisoners.
Or Ukrainians.

But other than that… https://t.co/VM18uoKEPI"
0,1599463941272309766,2022-12-04 18:01:34+00:00,@ahilia_foster @fanamatakecick @ThisIsKyleR Lol All the same I’m a child of immigrants Native NEWYORKER was raised in Brooklyn and Harlem. Attended nyc public schools many of closest friends that are closer to me than my own family are minorities. I don’t exactly fit you narrative. Stay in the burbs
0,1599461866673426433,2022-12-04 17:53:20+00:00,"First, you need to control the influx of immigrants. Not all are coming here to work and help America. Most are not employable and just looking for an easier life. https://t.co/QF66kRPMI8"
0,1599451607254839296,2022-12-04 17:12:34+00:00,Millions of people see corruption going on in this country. Many Politicians see it too also the Congress.People killing people illegal immigrants coming here and many other issue. Many Doctors scientists politicians and other people should go to prison. WHY are they not?🗽🇺🇸👨‍👩‍👧‍👦?
0,1599446175446609920,2022-12-04 16:50:59+00:00,@Viegogolokoko @CryptoGodJohn Only immigrants and liberals with European affectations or with Peace Core savior complexes care about soccer in Muricah.
0,1599445746688077824,2022-12-04 16:49:16+00:00,"Germany to smooth entry for foreign skilled workers | DW Business https://t.co/mMVSP4TNHR via @YouTube funny, Germany becoming more welcoming to immigrants but America becoming bigot anti immigrant nation."
0,1599442018857385984,2022-12-04 16:34:28+00:00,"@CJNitkowski @kerpen @RealMichaelKay Ship sailed....pensions, unions, infrastructure, legal/illegal immigrants. Go West!!"
0,1599434903581401089,2022-12-04 16:06:11+00:00,"FYI @GavinNewsom ,less than 5% Whites are decedents of slave owners + huge % of Blacks are decedents of immigrants after slavery. Any reparations would be due from @DNC  that was party of slavery &amp; created urban plantations. @TheLeoTerrell @dbongino @larryelder @FoxNews https://t.co/TDtdlVw390"
0,1599427911236300802,2022-12-04 15:38:24+00:00,"@BuckDunn @DineshDSouza You can’t name one thing Trump did wrong, not even one . But Biden opened up the southern border and let millions of unvetted illegal immigrants into this country, bringing crimes with them .. That’s just one the treasonous acts he’s done.."
0,1599420806982877185,2022-12-04 15:10:10+00:00,@Barnes96 @MickDAmario @RoseLeon111 @cachobweeney @catincoggnito @Lonestarmomcom @HockeyFanGirl12 @MsMich6 @marthaj44 @sable227 @nocovfefehere @Las4Liberty @MarilynCapps11 @UnimpressedTX @Regan0002112 @Brindle_Girly @MNTwinsFan47 @ninigirl84 @PaulMeisel @suziferg0806 @pauls_tweetisms @SierraDevotee @PlantLadyAmy @1414Maple @sawsharee @UDOU50417543 @Pulpolover @JeffreySHarper1 @Gatoram15 @Suzamom @GOPescapee @MarilynCapps @OnlyKingWally @AmBeachy2 Her family was murdered. Her father murdered her mother and sister also before mulling himself. They were immigrants from Nigeria. I recall Emily talking about her brilliance and what a future she had. Heartbreaking. The school board called her teachers to prepare them.
0,1599412000198520832,2022-12-04 14:35:11+00:00,@MagaGir23778279 @tedlieu @GOPLeader Please show me the part in the Constitution that says we do not allow immigrants in
0,1599406311011414019,2022-12-04 14:12:34+00:00,@andilikh @WarintheFuture @EngelsbergIdeas It does not negate the fact that there is a sovereign country of Ukraine that is being invaded by Russia.
0,1599397981874421760,2022-12-04 13:39:28+00:00,"@LisaMarieBoothe Favoring China over America and illegal immigrants over US citizens? Shutting down free speech on social media? Weaponizing the FBI and IRS for political purposes?
Your own people are against you running in 2024. With a president like you we don't need enemies!"
0,1599390085291839495,2022-12-04 13:08:06+00:00,@POTUS God bless USA  God bless our president Joe Biden  I hope his administration legalized all illegal immigrants  its call humans rights  no one should be treated has slave so with that I think president Joe Biden will entre  USA history make America shine again
0,1599389257075785729,2022-12-04 13:04:48+00:00,"Staff at Whately Hall hotel protest outside as they're sacked without notice to make way for illegal immigrants, all jobs lost weeks before Christmas, absolute disgrace! @WhatelyHall https://t.co/B4UtPDqPbI"
0,1599326089955880961,2022-12-04 08:53:48+00:00,@mail_american We're being invaded from both   southern &amp; Northern borders
0,1599299481995837440,2022-12-04 07:08:04+00:00,"Send him back to Germany, NOW! https://t.co/55UBzF0oBh"
0,1599299283857346561,2022-12-04 07:07:17+00:00,@ACTBrigitte Wouldn’t you be happier back in your home land? You sound miserable here EVERY damn day. Please just go home. We don’t want your kind here. We prefer immigrants that are living their best life. You could make room for a couple by leaving.
